d,eta,N_needed
-67879,0.168507425623,3
-67876,0.5494612532059999,3
-67871,0.6614007923959999,4
-67867,0.236721760288,3
-67864,0.675953407771,4
-67863,0.401900969659,3
-67859,0.545576103092,3
-67855,0.418036515901,3
-67848,0.22691753421,3
-67847,0.789412856985,4
-67844,0.6656754710499999,4
-67843,0.440825728905,3
-67839,0.447195181834,3
-67835,0.360645722076,3
-67832,0.450012166338,3
-67831,0.5609644174459999,3
-67828,0.276697540008,3
-67827,0.26670766917100003,3
-67823,0.6078142568439999,3
-67819,0.5723671111449999,4
-67812,0.500307068083,3
-67811,0.625006083129,4
-67807,0.408696862788,3
-67803,0.143475064444,3
-67799,0.514553229066,3
-67796,0.788543560615,4
-67795,0.463199141738,3
-67791,0.60914562704,3
-67787,0.475253951361,3
-67784,0.415730814633,3
-67783,0.380278335044,3
-67780,0.450926802644,3
-67771,0.389255146948,3
-67768,0.412078570323,3
-67764,0.335765732353,3
-67763,0.312436323528,3
-67759,0.5827975804259999,3
-67755,0.323542427616,3
-67751,0.681206537243,4
-67748,0.402276718074,3
-67747,0.178524843091,3
-67739,0.211376781362,3
-67736,0.226701303003,3
-67735,0.40535157272,3
-67732,0.0635236788968,3
-67731,0.5993302986069999,4
-67727,0.6206893187539999,3
-67723,0.117670918012,3
-67720,0.268798381347,3
-67719,0.752613993472,4
-67715,0.6513489787629999,4
-67711,0.709420668571,4
-67704,0.325776993595,3
-67703,0.6203043204219999,3
-67699,0.147839973598,3
-67695,0.5854749661019999,3
-67691,0.45612484249,3
-67688,0.39796292141,3
-67687,0.389337978189,3
-67684,0.141488715623,3
-67683,0.272998480106,3
-67679,0.9047294830079999,4
-67672,0.41270109486,3
-67668,0.453007440546,3
-67667,0.216738107004,3
-67663,0.414473153941,3
-67659,0.284219808808,3
-67656,0.437178637321,3
-67655,0.5178667576679999,3
-67652,0.5787409089559999,3
-67651,0.454432971675,3
-67647,0.409105952362,3
-67643,0.164314443828,3
-67640,0.44308601628,3
-67636,0.295989973931,3
-67631,0.421481117566,3
-67627,0.478278390514,3
-67624,0.49361048175,3
-67623,0.5717218887279999,3
-67619,0.5079336872239999,3
-67615,0.485889654706,3
-67611,0.404812167239,3
-67607,0.346198412905,3
-67604,0.749088673049,4
-67603,0.235575325625,3
-67595,0.46576387852,3
-67592,0.479027205719,3
-67591,0.856368059615,4
-67588,0.410319711646,3
-67587,0.253594749325,3
-67583,0.8158265470389999,4
-67579,0.498710560628,3
-67576,0.458741655626,3
-67567,0.21594890302,3
-67560,0.5655689389899999,3
-67559,0.646767400172,3
-67556,0.417653434729,3
-67555,0.300161795111,3
-67551,0.365636740294,3
-67547,0.562773760247,3
-67544,0.408849620819,3
-67543,0.42693832325000003,3
-67540,0.11002823198,3
-67539,0.720331578303,4
-67535,0.862235589436,4
-67531,0.166254340553,3
-67528,0.427879892595,3
-67524,0.342092668315,3
-67523,0.240090832596,3
-67519,0.494997381604,3
-67515,0.398511710685,3
-67512,0.284645473249,3
-67511,0.702459737195,4
-67508,0.186425953769,3
-67503,0.421658633081,3
-67499,0.607897521038,4
-67496,0.511636167975,3
-67495,0.213797521518,3
-67492,0.394881690571,3
-67487,0.868720121964,4
-67483,0.165667609297,3
-67480,0.425697837896,3
-67479,0.76101289869,4
-67476,0.6016156552369999,4
-67471,0.731769982302,4
-67467,0.38803836637,3
-67463,0.471984415632,3
-67460,0.570899698974,3
-67459,0.0645564465482,3
-67451,0.5206445808119999,3
-67448,0.6343053687879999,3
-67447,0.6177323935579999,3
-67444,0.492175239183,3
-67443,0.5462884252489999,3
-67439,0.430520688455,3
-67435,0.221237221916,3
-67432,0.302023473167,3
-67427,0.5070230453279999,3
-67423,0.344499227458,3
-67415,0.8153926456239999,4
-67412,0.228899301543,3
-67411,0.481651938149,3
-67407,0.5314988727969999,3
-67403,0.460473945674,3
-67399,0.388653899689,3
-67396,0.484068768192,3
-67395,0.307218050462,3
-67391,0.476138421693,3
-67387,0.384831199409,3
-67384,0.526620058273,3
-67380,0.5854376137299999,3
-67379,0.213848939652,3
-67371,0.51871812322,3
-67368,0.218190997872,3
-67367,0.778564159747,4
-67364,0.484431360178,3
-67363,0.447690985174,3
-67359,0.554641075596,3
-67355,0.424646428759,3
-67352,0.462679708089,3
-67351,0.30125047688,3
-67348,0.191009695796,3
-67343,0.781547508155,4
-67339,0.555575099128,4
-67336,0.40496399438,3
-67332,0.33011272464,3
-67331,0.849498621526,4
-67327,0.382183132705,3
-67323,0.0733104482703,3
-67319,0.795996368587,4
-67316,0.52036513801,3
-67315,0.4828131989,3
-67307,0.181993424944,3
-67304,0.8691867915689999,4
-67303,0.506270852994,3
-67299,0.464965679495,3
-67295,0.494929543558,3
-67291,0.306195514964,3
-67288,0.32936636898,3
-67287,0.646391984327,3
-67283,0.360098756113,3
-67279,0.456180176636,3
-67272,0.366756339599,3
-67271,0.827769078287,4
-67268,0.478599089576,3
-67267,0.171007831184,3
-67263,0.479459148885,3
-67259,0.537413079339,3
-67256,0.735649989122,4
-67255,0.267177572364,3
-67252,0.298133667901,3
-67251,0.5172249197419999,3
-67247,0.24090503713,3
-67243,0.248166525999,3
-67236,0.538818747818,3
-67235,0.574319410246,3
-67231,0.6733373620719999,4
-67227,0.549328005307,3
-67224,0.332015232059,3
-67223,0.440462058464,3
-67220,0.679146201318,4
-67219,0.5377204986509999,4
-67215,0.199385898678,3
-67211,0.398606171232,3
-67208,0.282427906126,3
-67207,0.387980190614,3
-67204,0.289036677928,3
-67199,0.8237439084899999,4
-67195,0.238027290876,3
-67192,0.382510911358,3
-67191,0.324261717838,3
-67188,0.374116642969,3
-67187,0.3815093868,3
-67172,0.20363750784100002,3
-67171,0.332509740659,3
-67163,0.378798387015,3
-67160,0.441891841568,3
-67159,0.657600250035,3
-67156,0.516763424814,3
-67151,0.761975109251,4
-67147,0.23616302139,3
-67144,0.385027515785,3
-67143,0.187546870001,3
-67139,0.5292529824729999,3
-67135,0.7521279878499999,4
-67128,0.5326534824539999,3
-67127,0.311654264948,3
-67124,0.365128478011,3
-67123,0.338827035638,3
-67119,0.680058460686,4
-67115,0.63061734748,4
-67112,0.458587958657,3
-67111,0.475589837122,3
-67108,0.5262855287229999,3
-67107,0.654048447186,4
-67103,0.305449165932,3
-67099,0.476055634981,3
-67096,0.451673766246,3
-67092,0.255507253247,3
-67091,0.6384336973439999,4
-67087,0.20545676950300001,3
-67083,0.375780629995,3
-67080,0.6670387573819999,4
-67079,0.6994708911409999,4
-67076,0.318481193338,3
-67071,0.401386078019,3
-67067,0.27954946698,3
-67064,0.7090664090959999,4
-67063,0.5715068363429999,3
-67060,0.212650729966,3
-67055,0.7591120758879999,4
-67051,0.626979356191,4
-67047,0.335530125612,3
-67044,0.826190330908,4
-67043,0.29685684772,3
-67039,0.5592073473029999,3
-67035,0.617199833646,4
-67031,0.868070228798,4
-67028,0.463445762115,3
-67027,0.42158848577,3
-67019,0.586357916152,4
-67016,0.725279523633,4
-67015,0.501573720153,3
-67012,0.471794319701,3
-67011,0.156820754313,3
-67007,0.481592710394,3
-67003,0.375724142322,3
-66999,0.5481157312339999,3
-66995,0.5438154701689999,3
-66991,0.29726541343,3
-66984,0.285730320647,3
-66980,0.0985081335795,3
-66979,0.504024822933,3
-66971,0.483563602236,3
-66968,0.371178876449,3
-66967,0.592161973336,3
-66964,0.5229247850059999,3
-66963,0.392233253977,3
-66959,0.7893070119679999,4
-66955,0.212803083193,3
-66952,0.288411904877,3
-66948,0.36548156673300003,3
-66947,0.457416587909,3
-66943,0.323224810807,3
-66939,0.261310360864,3
-66936,0.323467992799,3
-66935,0.4065057817,3
-66932,0.5582911774599999,3
-66931,0.110582277001,3
-66927,0.495164817598,3
-66923,0.349276383544,3
-66920,0.6811659452369999,4
-66919,0.463810363775,3
-66916,0.472235652339,3
-66911,0.7998114701569999,4
-66907,0.244386522224,3
-66904,0.6381726770249999,4
-66903,0.499714417757,3
-66899,0.6879821890729999,4
-66895,0.637928176412,3
-66891,0.461928486017,3
-66887,0.5123117449529999,3
-66884,0.495188814116,3
-66883,0.14341683983200001,3
-66872,0.14088828234,3
-66871,0.719509844637,4
-66868,0.349072914097,3
-66867,0.211228323651,3
-66863,0.625514942488,3
-66859,0.245105375747,3
-66856,0.35319184094,3
-66855,0.679792103199,4
-66851,0.190155222161,3
-66847,0.234020181615,3
-66840,0.311181844523,3
-66839,0.585036564922,3
-66835,0.408157182967,3
-66831,0.63686309517,3
-66827,0.333808669426,3
-66824,0.360330245037,3
-66823,0.175897074771,3
-66820,0.437342882817,3
-66819,0.278597226805,3
-66815,0.318592307071,3
-66811,0.7206682490849999,4
-66808,0.25801473553800003,3
-66804,0.301208013531,3
-66803,0.268240488997,3
-66799,0.603677946264,3
-66795,0.26777793201,3
-66791,0.9143992557759999,4
-66788,0.348043435954,3
-66783,0.458741927714,3
-66779,0.542906402576,4
-66776,0.6343368158589999,4
-66772,0.303100584636,3
-66767,0.609804932506,3
-66763,0.10975808332300001,3
-66760,0.284434419372,3
-66756,0.418613724043,3
-66751,0.609027592344,3
-66747,0.401691804846,3
-66743,0.857015238519,4
-66740,0.395106734972,3
-66739,0.5313793748679999,3
-66731,0.310437773909,3
-66728,0.641752780434,3
-66727,0.331128007909,3
-66724,0.364044934069,3
-66723,0.5955418804229999,3
-66719,0.559904427804,3
-66715,0.5185190154439999,3
-66712,0.393930618618,3
-66711,0.631973444735,3
-66707,0.406870469085,3
-66703,0.579559692304,3
-66696,0.138210156933,3
-66695,0.6645447517249999,4
-66692,0.595570045297,3
-66691,0.20840675036,3
-66687,0.630441438894,3
-66683,0.5069836108529999,3
-66680,0.390551927278,3
-66679,0.345368647545,3
-66676,0.610182232874,3
-66667,0.497884157239,3
-66664,0.445603643918,3
-66660,0.223036268973,3
-66659,0.537471094364,4
-66655,0.456884106814,3
-66651,0.6166424842429999,4
-66648,0.553176804947,3
-66647,0.389160777453,3
-66644,0.452969750908,3
-66643,0.318643710458,3
-66639,0.5585720107069999,3
-66635,0.31772748349200003,3
-66632,0.402884108134,3
-66631,0.417853339757,3
-66628,0.271685689823,3
-66623,0.270334853209,3
-66619,0.373893295975,3
-66616,0.206714297863,3
-66615,0.688321305257,4
-66612,0.49548074548800003,3
-66611,0.619081350568,4
-66607,0.442201326106,3
-66599,0.470999582195,3
-66596,0.7045495354179999,4
-66595,0.23657405696,3
-66587,0.241935901629,3
-66584,0.561495059141,3
-66583,0.6573509805409999,3
-66580,0.363981012357,3
-66579,0.5712782356899999,3
-66571,0.497071633656,3
-66568,0.32958737058,3
-66567,0.383807019653,3
-66563,0.487680780184,3
-66559,0.687579487661,4
-66552,0.364681769979,3
-66551,0.8515526978539999,4
-66548,0.5387970968219999,3
-66547,0.247356459095,3
-66543,0.289158500492,3
-66539,0.5346249209799999,3
-66536,0.496446794468,3
-66535,0.582709970519,3
-66532,0.19203683752700001,3
-66531,0.453224080789,3
-66527,0.687530161672,4
-66523,0.168173748106,3
-66520,0.191191341348,3
-66516,0.282001470791,3
-66515,0.419739547796,3
-66511,0.230734069688,3
-66507,0.47147372040200003,3
-66504,0.456007301617,3
-66503,0.746755795392,4
-66499,0.369087563637,3
-66495,0.386970471748,3
-66491,0.918839017927,4
-66488,0.273754202927,3
-66487,0.22869722373100002,3
-66484,0.390980939165,3
-66479,0.803822131478,4
-66472,0.373562718957,3
-66471,0.465473197625,3
-66468,0.532143034718,3
-66467,0.43029715287,3
-66463,0.5367559414869999,3
-66459,0.304534618714,3
-66455,0.7115943523849999,4
-66452,0.460692843709,3
-66451,0.295627746356,3
-66443,0.428400717632,3
-66440,0.5715131589089999,3
-66436,0.494785953942,3
-66435,0.365217266154,3
-66431,0.7446453011049999,4
-66427,0.173758217561,3
-66423,0.299264018937,3
-66419,0.6692496114059999,4
-66415,0.706876331143,4
-66408,0.5627602517129999,3
-66407,0.532222064114,3
-66404,0.623590121032,3
-66403,0.241362367474,3
-66399,0.492170386278,3
-66392,0.277549081202,3
-66391,0.392629891817,3
-66388,0.422038582792,3
-66387,0.364765119347,3
-66383,0.489319065694,3
-66379,0.305321079098,3
-66376,0.32937420649,3
-66372,0.4265595746,3
-66371,0.40462315533,3
-66367,0.294393242868,3
-66363,0.30522935253,3
-66360,0.459357148358,3
-66359,0.7493004359959999,4
-66356,0.6855436162299999,4
-66355,0.303021482724,3
-66351,0.876012082475,4
-66347,0.5055669162059999,3
-66344,0.327631884285,3
-66343,0.641410273417,3
-66340,0.47142330369700003,3
-66335,0.5848136740409999,3
-66331,0.164557329525,3
-66328,0.22576038664,3
-66327,0.319193351561,3
-66324,0.435057156093,3
-66323,0.28322308348,3
-66319,0.31366509569900003,3
-66315,0.393618981269,3
-66311,0.443103905452,3
-66307,0.363645743986,3
-66299,0.7065649709449999,4
-66296,0.853496361328,4
-66295,0.402038120628,3
-66292,0.469536130012,3
-66291,0.32685237338400003,3
-66287,0.5223512255599999,3
-66283,0.370480573051,3
-66280,0.22711692279,3
-66279,0.436902989793,3
-66271,0.661661910848,3
-66264,0.385934582488,3
-66263,0.42726278108,3
-66260,0.723922690312,4
-66259,0.425340514369,3
-66255,0.408745864286,3
-66251,0.561026343107,4
-66247,0.512902801005,3
-66244,0.332594973536,3
-66243,0.313017127675,3
-66239,0.8940532623009999,4
-66235,0.18798949181400001,3
-66232,0.299468126336,3
-66228,0.264672106242,3
-66227,0.5897617728569999,3
-66223,0.5698115866069999,3
-66219,0.5858133921069999,4
-66216,0.577316709699,3
-66215,0.481554278718,3
-66212,0.326110213998,3
-66211,0.6379980550319999,4
-66207,0.440788026109,3
-66203,0.252009839132,3
-66196,0.333107529038,3
-66191,0.7100470107269999,4
-66184,0.544989246127,3
-66183,0.539160275922,3
-66180,0.296562438818,3
-66179,0.5534071294959999,3
-66171,0.577480217417,4
-66167,0.655446565577,3
-66164,0.40724154528400003,3
-66163,0.444699940781,3
-66155,0.347609014807,3
-66152,0.272153019875,3
-66151,0.436298117342,3
-66148,0.287658524466,3
-66147,0.359427540514,3
-66143,0.5058954730549999,3
-66136,0.386569329527,3
-66135,0.651892369118,3
-66131,0.38257049803800003,3
-66127,0.423373690492,3
-66120,0.431800542798,3
-66119,0.77902731487,4
-66116,0.468297709244,3
-66115,0.508582938604,3
-66111,0.575315607034,3
-66107,0.522210001626,3
-66104,0.6766548951479999,4
-66103,0.32260874189,3
-66099,0.170421920676,3
-66095,0.6557471289029999,3
-66091,0.27956587913500003,3
-66088,0.215777231801,3
-66084,0.363867378422,3
-66083,0.5723575968169999,4
-66072,0.0569365235615,3
-66071,0.78216963801,4
-66068,0.230461208147,3
-66067,0.245540616444,3
-66059,0.330510198222,3
-66056,0.60918932067,3
-66055,0.468157485906,3
-66047,0.59506534102,3
-66043,0.6726176031769999,4
-66040,0.266514092541,3
-66039,0.564586766037,3
-66036,0.39294886105,3
-66035,0.325108359502,3
-66031,0.402255338628,3
-66027,0.594766764234,3
-66023,0.479454092131,3
-66020,0.583841202116,3
-66019,0.320912255008,3
-66011,0.477201455844,3
-66008,0.5763283833849999,3
-66007,0.343410802808,3
-66004,0.285194112151,3
-65999,0.8046657085169999,4
-65995,0.369787353518,3
-65992,0.38030893677600003,3
-65991,0.533370524562,3
-65987,0.305363707027,3
-65983,0.18900614943400001,3
-65976,0.48210990340300003,3
-65972,0.176319511543,3
-65971,0.569976696283,4
-65967,0.432952841775,3
-65963,0.286776582627,3
-65960,0.529585156698,3
-65959,0.7083280855949999,4
-65956,0.418760608043,3
-65955,0.229177728672,3
-65951,0.755845468281,4
-65947,0.300303266101,3
-65944,0.5069623074509999,3
-65940,0.595630312099,3
-65939,0.5887699835829999,4
-65935,0.385129541492,3
-65931,0.247821903139,3
-65928,0.140064830138,3
-65927,0.589432469283,3
-65924,0.6773587488709999,4
-65923,0.413985319564,3
-65919,0.6560539989809999,4
-65915,0.14504857255200002,3
-65912,0.193183560248,3
-65911,0.6598448533819999,4
-65908,0.20668417968,3
-65903,0.43903722859100003,3
-65899,0.235675804476,3
-65896,0.652191239934,4
-65895,0.373505090848,3
-65891,0.38771855104,3
-65887,0.6160335068659999,3
-65883,0.485764410619,3
-65879,0.623420407975,3
-65876,0.6424479805479999,4
-65867,0.476282594086,3
-65864,0.6721527832159999,4
-65860,0.265346387016,3
-65859,0.5977624299669999,4
-65855,0.640197854979,4
-65851,0.312790868431,3
-65848,0.378993628799,3
-65847,0.324572897176,3
-65843,0.5358001860989999,3
-65839,0.507811024332,3
-65832,0.333191735488,3
-65831,0.9143621466649999,4
-65828,0.475179182849,3
-65827,0.247075714926,3
-65823,0.5714130139529999,3
-65819,0.6975173641439999,4
-65816,0.576865869279,3
-65815,0.533884090664,3
-65812,0.13576209558,3
-65811,0.274352026199,3
-65803,0.227486863621,3
-65796,0.5477133805859999,3
-65795,0.212140003172,3
-65791,0.5874490349739999,3
-65787,0.139548201561,3
-65784,0.365585415359,3
-65783,0.18070440777400001,3
-65780,0.43238210916500003,3
-65779,0.497510840216,3
-65771,0.7803490672279999,4
-65768,0.6237009709679999,3
-65767,0.417474683438,3
-65764,0.598552866961,4
-65759,0.458045524535,3
-65755,0.5984283749439999,4
-65752,0.147953176853,3
-65751,0.377874241477,3
-65748,0.338628572467,3
-65747,0.238843510662,3
-65743,0.450599491994,3
-65739,0.42218937184,3
-65735,0.7181498676889999,4
-65732,0.44715620106,3
-65731,0.5252591134,3
-65723,0.408953751562,3
-65720,0.318990969352,3
-65719,0.6535518099409999,4
-65716,0.6440238627649999,4
-65715,0.305445678053,3
-65711,0.691738356066,4
-65707,0.270859350723,3
-65704,0.385786656618,3
-65699,0.39537604443200003,3
-65695,0.197350013852,3
-65688,0.412778514327,3
-65687,0.6576414465189999,3
-65684,0.6486689986449999,4
-65683,0.210861986589,3
-65679,0.7840854069819999,4
-65672,0.7232343017599999,4
-65671,0.217870213531,3
-65668,0.218305942324,3
-65667,0.246651502217,3
-65663,0.8298178685919999,4
-65659,0.452107090314,3
-65656,0.5389912388079999,3
-65652,0.340397765656,3
-65651,0.672519319691,4
-65647,0.403971485488,3
-65643,0.170001933776,3
-65640,0.422529314909,3
-65639,0.964010278595,5
-65636,0.708825051822,4
-65635,0.0943665994677,3
-65631,0.481788059562,3
-65627,0.492478645321,3
-65624,0.482725743445,3
-65623,0.6961706720509999,4
-65620,0.314415157844,3
-65615,0.482487732908,3
-65608,0.245871182195,3
-65607,0.5766340599669999,3
-65604,0.5750666239009999,3
-65599,0.5327983682009999,3
-65595,0.580325264893,4
-65591,0.547179229766,3
-65588,0.6117260315909999,3
-65587,0.271425041253,3
-65579,0.472383694633,3
-65576,0.486881064253,3
-65571,0.50080548508,3
-65567,0.601309968554,3
-65563,0.203122509749,3
-65560,0.687752871519,4
-65555,0.5778548465059999,4
-65551,0.6274232350679999,4
-65544,0.788124734129,4
-65543,0.401040024165,3
-65540,0.415652990323,3
-65539,0.421356331538,3
-65535,0.176081248322,3
-65531,0.366056471502,3
-65528,0.160571817776,3
-65527,0.447702107923,3
-65524,0.5544799796919999,3
-65523,0.406537900292,3
-65519,0.7764246929749999,4
-65515,0.378785023091,3
-65512,0.135070247892,3
-65508,0.297849379604,3
-65507,0.192667127855,3
-65503,0.238188240035,3
-65499,0.21820375365300002,3
-65496,0.296464574692,3
-65495,0.73069827817,4
-65492,0.287703450454,3
-65491,0.5280187892449999,3
-65487,0.408125110039,3
-65483,0.5895972264049999,3
-65480,0.5142015720709999,3
-65479,0.457559641936,3
-65476,0.323210844336,3
-65471,0.7544758227999999,4
-65467,0.318478771069,3
-65463,0.550352082496,3
-65460,0.15431728522,3
-65459,0.43911608048,3
-65455,0.303512378999,3
-65451,0.210402954293,3
-65447,0.316546820845,3
-65444,0.5388031189639999,3
-65443,0.237494092256,3
-65435,0.5735930301219999,4
-65432,0.611796933968,3
-65431,0.6160734774179999,3
-65428,0.302991898816,3
-65427,0.467528547505,3
-65423,0.487187784799,3
-65419,0.472441383775,3
-65416,0.354651827741,3
-65411,0.593820339236,4
-65407,0.277512369929,3
-65399,0.7857199053949999,4
-65396,0.427428644086,3
-65395,0.248180205835,3
-65391,0.750099273951,4
-65387,0.41376945377,3
-65384,0.0412165776902,3
-65383,0.483878067827,3
-65380,0.383449702956,3
-65379,0.47948902947,3
-65371,0.389347934579,3
-65368,0.318998686403,3
-65364,0.5107293412789999,3
-65363,0.637678245554,3
-65359,0.5324272079539999,3
-65355,0.222757247273,3
-65352,0.11223535822,3
-65351,0.7510937492519999,4
-65347,0.32261182702,3
-65343,0.6721379553679999,3
-65339,0.55340447738,3
-65336,0.6627383796559999,4
-65335,0.5110890889909999,3
-65332,0.269403780719,3
-65327,0.468751268358,3
-65323,0.28941302399200003,3
-65320,0.149878955406,3
-65319,0.176872487363,3
-65316,0.763099751531,4
-65315,0.725518997337,4
-65311,0.5099286475879999,3
-65307,0.09237404497400001,3
-65303,0.622618770368,3
-65299,0.337976836034,3
-65291,0.162512356449,3
-65288,0.465651006289,3
-65287,0.368256392042,3
-65284,0.546674561619,3
-65283,0.234368786999,3
-65279,0.693066239492,4
-65272,0.303904123995,3
-65271,0.715563201556,4
-65267,0.419031595841,3
-65263,0.271076341196,3
-65256,0.651783058945,3
-65255,0.292847877011,3
-65252,0.195213343528,3
-65251,0.316361260079,3
-65247,0.5652632032639999,3
-65243,0.555819909875,3
-65240,0.286977819271,3
-65239,0.517671350287,3
-65236,0.371024142117,3
-65235,0.390200704086,3
-65231,0.682941626727,4
-65227,0.5724164128989999,3
-65224,0.267203782443,3
-65220,0.460081006243,3
-65215,0.5533158598489999,3
-65211,0.434572963755,3
-65208,0.5808047717649999,3
-65207,0.391709117892,3
-65204,0.8719358269919999,4
-65203,0.405996657021,3
-65199,0.847376663273,4
-65195,0.210446405423,3
-65192,0.492322897957,3
-65191,0.690671213303,3
-65188,0.240191411634,3
-65183,0.7410096120009999,4
-65179,0.256367487676,3
-65176,0.27479873547,3
-65172,0.191910557476,3
-65171,0.122456341062,3
-65167,0.206344936822,3
-65163,0.0893074160711,3
-65159,1.00962162131,5
-65156,0.338492382638,3
-65155,0.21765365253,3
-65147,0.6369059142729999,4
-65144,0.74703010058,4
-65143,0.337445668383,3
-65140,0.426440474699,3
-65139,0.43613381892,3
-65135,0.6254391295149999,3
-65131,0.556590077613,4
-65128,0.431264245971,3
-65127,0.6900074886009999,3
-65123,0.296228368388,3
-65119,0.460975822844,3
-65112,0.397423234748,3
-65111,0.6619889453669999,3
-65108,0.524031548372,3
-65107,0.404798452409,3
-65103,0.304972070827,3
-65099,0.472867119388,3
-65096,0.442193201414,3
-65095,0.5601782191079999,3
-65092,0.49549724665,3
-65091,0.547891506565,4
-65087,0.6505812964169999,3
-65083,0.273559124464,3
-65080,0.467900111549,3
-65076,0.0393804332677,3
-65071,0.686420984422,4
-65064,0.6218012553119999,4
-65063,0.488603970942,3
-65060,0.427779159455,3
-65059,0.271412135585,3
-65055,0.5692347700539999,3
-65051,0.7970683112239999,4
-65048,0.20477710905,3
-65047,0.435776379422,3
-65044,0.427002144981,3
-65039,0.582719982973,3
-65035,0.380623589519,3
-65032,0.245812308597,3
-65031,0.7118927641889999,4
-65028,0.408276728254,3
-65027,0.477221963729,3
-65019,0.26710375794,3
-65015,0.420530298702,3
-65012,0.715123587477,4
-65011,0.233320680932,3
-65003,0.354875403226,3
-64999,0.6028325176699999,3
-64996,0.172568967117,3
-64995,0.5811444441979999,3
-64991,0.680036355827,4
-64987,0.34694132979,3
-64984,0.5073707676929999,3
-64983,0.465109985582,3
-64979,0.576358384647,4
-64968,0.319908545712,3
-64967,0.495227770983,3
-64964,0.506758160601,3
-64963,0.411560591845,3
-64959,0.5457862501599999,3
-64955,0.277969732255,3
-64952,0.6086700520089999,3
-64951,0.664679535196,3
-64948,0.187901440965,3
-64947,0.130607155192,3
-64943,0.386636060857,3
-64939,0.360627684184,3
-64936,0.662304937957,3
-64932,0.27633530402400003,3
-64931,0.6233209547769999,4
-64927,0.203922816973,3
-64923,0.254348791803,3
-64920,0.21293639007100001,3
-64919,0.81908014938,4
-64916,0.457136924542,3
-64915,0.292866906038,3
-64911,0.39350820314,3
-64907,0.5717023511129999,3
-64904,0.437652545949,3
-64903,0.299003123379,3
-64895,0.9579810448749999,5
-64891,0.263945436834,3
-64888,0.5063954772799999,3
-64887,0.367017181003,3
-64884,0.270861826392,3
-64883,0.280157305302,3
-64879,0.6911409605179999,4
-64871,0.691446117233,4
-64868,0.372094116035,3
-64867,0.188304242006,3
-64859,0.42674733322,3
-64855,0.38408208969,3
-64852,0.291935628079,3
-64851,0.605099578027,4
-64847,0.8624270691179999,4
-64843,0.286444389522,3
-64840,0.680908489073,4
-64839,0.481845521276,3
-64835,0.32747537506,3
-64831,0.601014459379,3
-64824,0.338883349634,3
-64823,0.674941036588,3
-64820,0.6020625399499999,3
-64819,0.7794894427789999,4
-64815,0.140547536497,3
-64811,0.6047424704519999,4
-64808,0.579456323469,3
-64807,0.133502808064,3
-64804,0.350344609027,3
-64803,0.200108619443,3
-64799,0.427172692208,3
-64795,0.400450347972,3
-64792,0.37431161946,3
-64788,0.460715868986,3
-64787,0.349516525911,3
-64783,0.594356190958,3
-64779,0.493620742228,3
-64776,0.5149058138989999,3
-64772,0.0809269456152,3
-64771,0.30415509863,3
-64767,0.5356780111739999,3
-64763,0.476518140285,3
-64760,0.57094452002,3
-64759,0.431215386559,3
-64756,0.40365641425800003,3
-64751,0.559367932458,3
-64747,0.373550113514,3
-64744,0.177662577558,3
-64743,0.597708117063,3
-64740,0.27679279637,3
-64739,0.487589343215,3
-64731,0.275613977421,3
-64724,0.6686924703239999,4
-64723,0.449078877162,3
-64712,0.327765702225,3
-64711,0.479556915848,3
-64708,0.430207866156,3
-64707,0.263879795433,3
-64703,0.6130256610639999,3
-64699,0.327859339566,3
-64696,0.438380320713,3
-64695,0.25063658788800003,3
-64691,0.373291759586,3
-64687,0.549106181206,3
-64679,0.961746121799,5
-64676,0.7531409303209999,4
-64671,0.725686551914,4
-64667,0.269203803876,3
-64664,0.705606673669,4
-64663,0.442438840776,3
-64660,0.263342955156,3
-64659,0.5851913874639999,4
-64655,0.675716567912,4
-64651,0.472590571773,3
-64648,0.423213613226,3
-64644,0.338755143543,3
-64643,0.287580694955,3
-64639,0.156512488617,3
-64635,0.482691707472,3
-64632,0.5213652562029999,3
-64628,0.317213989808,3
-64627,0.358042434611,3
-64623,0.294844392649,3
-64616,0.6749851598119999,4
-64615,0.437505602977,3
-64612,0.305946104343,3
-64603,0.38614056455,3
-64599,0.7886346835629999,4
-64596,0.578573206043,3
-64595,0.366824060287,3
-64591,0.6946383739959999,4
-64587,0.260473464804,3
-64583,0.630214234481,3
-64580,0.695501574824,4
-64579,0.31229909285,3
-64571,0.528517921867,3
-64568,0.245468656229,3
-64567,0.5522424484999999,3
-64564,0.5471928749589999,3
-64563,0.215805839048,3
-64559,0.8200245377169999,4
-64555,0.5676811362569999,3
-64552,0.151324307445,3
-64551,0.333778059815,3
-64547,0.173481038819,3
-64543,0.428223181859,3
-64536,0.6526851014359999,4
-64535,0.476505482203,3
-64532,0.641286215802,3
-64531,0.346690066926,3
-64527,0.0982805831832,3
-64523,0.6515914804099999,4
-64520,0.410504307741,3
-64519,0.527270254269,3
-64515,0.365432014637,3
-64511,0.7998997087669999,4
-64507,0.454382846464,3
-64504,0.232482977679,3
-64499,0.526117541752,3
-64495,0.371219589713,3
-64491,0.461612988871,3
-64488,0.21380919085,3
-64487,0.310529405005,3
-64483,0.428729079304,3
-64479,0.6854177820709999,3
-64472,0.375440107953,3
-64471,0.317706769521,3
-64468,0.48903655686,3
-64463,0.702706385972,3
-64459,0.313460139817,3
-64456,0.476583536716,3
-64455,0.6205467856139999,3
-64452,0.178442543855,3
